shipment_id,order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,status,delay_days
SHP-8738,ORD-5738,FedEx Freight,TRK-90982133,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-8739,ORD-5739,Apex Logistics,TRK-49071522,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8740,ORD-5740,UPS Freight,TRK-62493261,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8741,ORD-5741,UPS Freight,TRK-31311258,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8742,ORD-5742,Apex Logistics,TRK-10999023,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-8743,ORD-5743,Swift Transport,TRK-15245871,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-8744,ORD-5744,Apex Logistics,TRK-92911191,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-8745,ORD-5745,Apex Logistics,TRK-46745629,2026-09-13,2026-09-16,,In Transit,0
SHP-8746,ORD-5746,Old Dominion,TRK-24123001,2026-09-11,2026-09-14,,In Transit,0
SHP-8747,ORD-5747,UPS Freight,TRK-61157834,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8748,ORD-5748,UPS Freight,TRK-19158638,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8749,ORD-5749,Apex Logistics,TRK-32896080,2026-09-06,2026-09-09,2026-09-09,Delivered,0
SHP-8750,ORD-5750,FedEx Freight,TRK-81760022,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8751,ORD-5751,Swift Transport,TRK-69332039,2026-09-13,2026-09-16,,In Transit,0
SHP-8752,ORD-5752,Old Dominion,TRK-69590884,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8753,ORD-5753,FedEx Freight,TRK-12152643,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8754,ORD-5754,Apex Logistics,TRK-32420703,2026-08-23,2026-08-26,2026-08-26,Delivered,0
SHP-8755,ORD-5755,Swift Transport,TRK-94125851,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-8756,ORD-5756,UPS Freight,TRK-11608113,2026-09-10,2026-09-13,,In Transit,1
SHP-8757,ORD-5757,Swift Transport,TRK-59523652,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-8758,ORD-5758,FedEx Freight,TRK-90512805,2026-08-06,2026-08-09,2026-08-09,Delivered,0
SHP-8759,ORD-5759,UPS Freight,TRK-19061506,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-8760,ORD-5760,FedEx Freight,TRK-92724918,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8761,ORD-5761,Old Dominion,TRK-76937935,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8762,ORD-5762,Old Dominion,TRK-52619317,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-8763,ORD-5763,Swift Transport,TRK-17257686,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-8764,ORD-5764,UPS Freight,TRK-18672730,2026-09-13,2026-09-16,,In Transit,0
SHP-8765,ORD-5765,Apex Logistics,TRK-22315737,2026-09-02,2026-09-05,2026-09-12,Delayed,7
SHP-8766,ORD-5766,UPS Freight,TRK-51803852,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-8767,ORD-5767,Apex Logistics,TRK-46488536,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-8768,ORD-5768,Swift Transport,TRK-68174055,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8769,ORD-5769,FedEx Freight,TRK-50296396,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-8770,ORD-5770,FedEx Freight,TRK-54725929,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-8771,ORD-5771,Old Dominion,TRK-75961801,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-8772,ORD-5772,Swift Transport,TRK-31791910,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-8773,ORD-5773,FedEx Freight,TRK-97363169,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8774,ORD-5774,FedEx Freight,TRK-99345471,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8775,ORD-5775,FedEx Freight,TRK-22389075,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-8776,ORD-5776,Old Dominion,TRK-77195678,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-8777,ORD-5777,Old Dominion,TRK-63414658,2026-09-13,2026-09-16,,In Transit,0
SHP-8778,ORD-5778,UPS Freight,TRK-80459205,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-8779,ORD-5779,UPS Freight,TRK-34915916,2026-09-12,2026-09-15,,In Transit,0
SHP-8780,ORD-5780,Swift Transport,TRK-24655964,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8781,ORD-5781,Old Dominion,TRK-13981790,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-8782,ORD-5782,Old Dominion,TRK-10969945,2026-09-02,2026-09-05,2026-09-05,Delivered,0
SHP-8783,ORD-5783,FedEx Freight,TRK-60421010,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-8784,ORD-5784,Apex Logistics,TRK-58480869,2026-09-04,2026-09-07,2026-09-07,Delivered,0
SHP-8785,ORD-5785,FedEx Freight,TRK-10414016,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8786,ORD-5786,Swift Transport,TRK-47509496,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8787,ORD-5787,Old Dominion,TRK-12232081,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-8788,ORD-5788,Swift Transport,TRK-20921193,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-8789,ORD-5789,Swift Transport,TRK-36182785,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8790,ORD-5790,FedEx Freight,TRK-50446284,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-8791,ORD-5791,UPS Freight,TRK-13922081,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-8792,ORD-5792,FedEx Freight,TRK-99318726,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8793,ORD-5793,Old Dominion,TRK-60601468,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8794,ORD-5794,Old Dominion,TRK-89483803,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-8795,ORD-5795,FedEx Freight,TRK-89196483,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-8796,ORD-5796,Apex Logistics,TRK-24305720,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-8797,ORD-5797,Swift Transport,TRK-48036341,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-8798,ORD-5798,Apex Logistics,TRK-76441201,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-8799,ORD-5799,FedEx Freight,TRK-34027688,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8800,ORD-5800,UPS Freight,TRK-73541573,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-8801,ORD-5801,Old Dominion,TRK-47898265,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8802,ORD-5802,Apex Logistics,TRK-87464756,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-8803,ORD-5803,FedEx Freight,TRK-58617120,2026-09-01,2026-09-04,2026-09-04,Delivered,0
SHP-8804,ORD-5804,FedEx Freight,TRK-57725656,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-8805,ORD-5805,Old Dominion,TRK-89643778,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-8806,ORD-5806,UPS Freight,TRK-75582257,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8807,ORD-5807,FedEx Freight,TRK-75661787,2026-09-09,2026-09-12,,In Transit,0
SHP-8808,ORD-5808,Old Dominion,TRK-89574873,2026-09-13,2026-09-16,,In Transit,0
SHP-8809,ORD-5809,UPS Freight,TRK-12650315,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-8810,ORD-5810,Swift Transport,TRK-34150810,2026-09-06,2026-09-09,2026-09-09,Delivered,0
SHP-8811,ORD-5811,Apex Logistics,TRK-21787125,2026-09-06,2026-09-09,2026-09-09,Delivered,0
SHP-8812,ORD-5812,Old Dominion,TRK-58796148,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-8813,ORD-5813,FedEx Freight,TRK-79718468,2026-08-12,2026-08-15,2026-08-15,Delivered,0
SHP-8814,ORD-5814,FedEx Freight,TRK-98934947,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-8815,ORD-5815,Old Dominion,TRK-38885391,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-8816,ORD-5816,Old Dominion,TRK-44987131,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-8817,ORD-5817,FedEx Freight,TRK-94975906,2026-09-12,2026-09-15,,In Transit,1
SHP-8818,ORD-5818,Old Dominion,TRK-60860721,2026-09-12,2026-09-15,,In Transit,1
SHP-8819,ORD-5819,Swift Transport,TRK-18852915,2026-09-09,2026-09-12,,In Transit,1
SHP-8820,ORD-5820,UPS Freight,TRK-60819173,2026-09-11,2026-09-14,,In Transit,0
SHP-8821,ORD-5821,Swift Transport,TRK-47848959,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-8822,ORD-5822,Swift Transport,TRK-84044121,2026-08-08,2026-08-11,2026-08-11,Delivered,0
SHP-8823,ORD-5823,Apex Logistics,TRK-98256603,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-8824,ORD-5824,Apex Logistics,TRK-91698732,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-8825,ORD-5825,Apex Logistics,TRK-50961563,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-8826,ORD-5826,FedEx Freight,TRK-21352822,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-8827,ORD-5827,FedEx Freight,TRK-64421457,2026-09-02,2026-09-05,2026-09-05,Delivered,0
SHP-8828,ORD-5828,Apex Logistics,TRK-91520297,2026-09-10,2026-09-13,,In Transit,0
SHP-8829,ORD-5829,Swift Transport,TRK-57417986,2026-08-12,2026-08-15,2026-08-15,Delivered,0
SHP-8830,ORD-5830,Old Dominion,TRK-74843897,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-8831,ORD-5831,Apex Logistics,TRK-50912220,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-8832,ORD-5832,FedEx Freight,TRK-10790690,2026-09-12,2026-09-15,,In Transit,1
SHP-8833,ORD-5833,Old Dominion,TRK-11189670,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-8834,ORD-5834,UPS Freight,TRK-26621878,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8835,ORD-5835,Old Dominion,TRK-50169346,2026-09-02,2026-09-05,2026-09-05,Delivered,0
SHP-8836,ORD-5836,UPS Freight,TRK-10779834,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8837,ORD-5837,UPS Freight,TRK-54454724,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-8838,ORD-5838,Apex Logistics,TRK-53605688,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-8839,ORD-5839,Apex Logistics,TRK-30876492,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-8840,ORD-5840,Swift Transport,TRK-11077619,2026-09-03,2026-09-06,2026-09-06,Delivered,0
SHP-8841,ORD-5841,Swift Transport,TRK-35079956,2026-09-01,2026-09-04,2026-09-04,Delivered,0
SHP-8842,ORD-5842,FedEx Freight,TRK-77422120,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-8843,ORD-5843,FedEx Freight,TRK-46757086,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-8844,ORD-5844,Swift Transport,TRK-51130478,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8845,ORD-5845,FedEx Freight,TRK-50841111,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8846,ORD-5846,Apex Logistics,TRK-15488046,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-8847,ORD-5847,UPS Freight,TRK-34808805,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8848,ORD-5848,FedEx Freight,TRK-84057077,2026-08-23,2026-08-26,2026-08-26,Delivered,0
SHP-8849,ORD-5849,Apex Logistics,TRK-97274855,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-8850,ORD-5850,Apex Logistics,TRK-15508152,2026-08-26,2026-08-29,2026-09-04,Delayed,6
SHP-8851,ORD-5851,Old Dominion,TRK-37111862,2026-09-12,2026-09-15,,In Transit,1
SHP-8852,ORD-5852,Old Dominion,TRK-85208373,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-8853,ORD-5853,Apex Logistics,TRK-16099554,2026-09-11,2026-09-14,,In Transit,1
SHP-8854,ORD-5854,UPS Freight,TRK-85497282,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8855,ORD-5855,Swift Transport,TRK-11189346,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-8856,ORD-5856,FedEx Freight,TRK-32965874,2026-09-03,2026-09-06,2026-09-06,Delivered,0
SHP-8857,ORD-5857,Apex Logistics,TRK-46297151,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-8858,ORD-5858,Old Dominion,TRK-94917258,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-8859,ORD-5859,Apex Logistics,TRK-64806853,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-8860,ORD-5860,Apex Logistics,TRK-12098962,2026-09-10,2026-09-13,,In Transit,1
SHP-8861,ORD-5861,Swift Transport,TRK-69349051,2026-09-13,2026-09-16,,In Transit,0
SHP-8862,ORD-5862,UPS Freight,TRK-41101353,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8863,ORD-5863,UPS Freight,TRK-34834040,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8864,ORD-5864,Swift Transport,TRK-35212534,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-8865,ORD-5865,UPS Freight,TRK-12780443,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8866,ORD-5866,FedEx Freight,TRK-45924244,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-8867,ORD-5867,Old Dominion,TRK-21403835,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-8868,ORD-5868,Apex Logistics,TRK-17499483,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-8869,ORD-5869,FedEx Freight,TRK-83100625,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-8870,ORD-5870,Old Dominion,TRK-97961547,2026-08-08,2026-08-11,2026-08-11,Delivered,0
SHP-8871,ORD-5871,FedEx Freight,TRK-40134894,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-8872,ORD-5872,FedEx Freight,TRK-58384619,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-8873,ORD-5873,Swift Transport,TRK-34342463,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-8874,ORD-5874,Old Dominion,TRK-10292428,2026-09-13,2026-09-16,,In Transit,0
SHP-8875,ORD-5875,UPS Freight,TRK-19034683,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-8876,ORD-5876,Apex Logistics,TRK-61676160,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-8877,ORD-5877,UPS Freight,TRK-83731067,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8878,ORD-5878,Swift Transport,TRK-39438509,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8879,ORD-5879,Apex Logistics,TRK-24784930,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-8880,ORD-5880,Apex Logistics,TRK-25735123,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-8881,ORD-5881,UPS Freight,TRK-89715350,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8882,ORD-5882,FedEx Freight,TRK-86394469,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-8883,ORD-5883,Swift Transport,TRK-50199242,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-8884,ORD-5884,Apex Logistics,TRK-77551168,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-8885,ORD-5885,Apex Logistics,TRK-46484083,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-8886,ORD-5886,FedEx Freight,TRK-72872428,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-8887,ORD-5887,FedEx Freight,TRK-90958813,2026-09-12,2026-09-15,,In Transit,1
SHP-8888,ORD-5888,FedEx Freight,TRK-38442071,2026-08-23,2026-08-26,2026-08-26,Delivered,0
SHP-8889,ORD-5889,Old Dominion,TRK-21413788,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-8890,ORD-5890,FedEx Freight,TRK-51420243,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-8891,ORD-5891,UPS Freight,TRK-77589149,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-8892,ORD-5892,UPS Freight,TRK-88699665,2026-09-03,2026-09-06,2026-09-06,Delivered,0
SHP-8893,ORD-5893,FedEx Freight,TRK-41080809,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-8894,ORD-5894,UPS Freight,TRK-15370440,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-8895,ORD-5895,FedEx Freight,TRK-29142470,2026-09-10,2026-09-13,,In Transit,0
SHP-8896,ORD-5896,UPS Freight,TRK-52106611,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-8897,ORD-5897,Old Dominion,TRK-57428314,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-8898,ORD-5898,FedEx Freight,TRK-58784400,2026-08-06,2026-08-09,2026-08-09,Delivered,0
SHP-8899,ORD-5899,Old Dominion,TRK-65457991,2026-09-10,2026-09-13,,In Transit,0
SHP-8900,ORD-5900,FedEx Freight,TRK-42858752,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-8901,ORD-5901,Swift Transport,TRK-63590510,2026-09-06,2026-09-09,2026-09-09,Delivered,0
SHP-8902,ORD-5902,FedEx Freight,TRK-21518907,2026-08-06,2026-08-09,2026-08-09,Delivered,0
SHP-8903,ORD-5903,Old Dominion,TRK-91117090,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8904,ORD-5904,FedEx Freight,TRK-83159563,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-8905,ORD-5905,UPS Freight,TRK-18375220,2026-09-01,2026-09-04,2026-09-04,Delivered,0
SHP-8906,ORD-5906,Apex Logistics,TRK-21219432,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-8907,ORD-5907,FedEx Freight,TRK-22407255,2026-08-06,2026-08-09,2026-08-09,Delivered,0
SHP-8908,ORD-5908,Swift Transport,TRK-31567333,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-8909,ORD-5909,Apex Logistics,TRK-53450650,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8910,ORD-5910,FedEx Freight,TRK-64544291,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8911,ORD-5911,Apex Logistics,TRK-66395082,2026-09-04,2026-09-07,2026-09-07,Delivered,0
SHP-8912,ORD-5912,FedEx Freight,TRK-50526300,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8913,ORD-5913,UPS Freight,TRK-65573350,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-8914,ORD-5914,Swift Transport,TRK-89845027,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-8915,ORD-5915,FedEx Freight,TRK-23933416,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8916,ORD-5916,Old Dominion,TRK-38436861,2026-09-12,2026-09-15,,In Transit,1
SHP-8917,ORD-5917,UPS Freight,TRK-11020743,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-8918,ORD-5918,Apex Logistics,TRK-10558017,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-8919,ORD-5919,Old Dominion,TRK-79654067,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-8920,ORD-5920,Swift Transport,TRK-16923083,2026-09-09,2026-09-12,,In Transit,1
SHP-8921,ORD-5921,Old Dominion,TRK-79427754,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-8922,ORD-5922,FedEx Freight,TRK-94750585,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8923,ORD-5923,FedEx Freight,TRK-68709658,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8924,ORD-5924,FedEx Freight,TRK-70895423,2026-09-11,2026-09-14,,In Transit,0
SHP-8925,ORD-5925,Swift Transport,TRK-60748656,2026-09-11,2026-09-14,,In Transit,0
SHP-8926,ORD-5926,Apex Logistics,TRK-94213304,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-8927,ORD-5927,FedEx Freight,TRK-47911547,2026-09-11,2026-09-14,,In Transit,0
SHP-8928,ORD-5928,Apex Logistics,TRK-62452316,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-8929,ORD-5929,FedEx Freight,TRK-38225447,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8930,ORD-5930,Swift Transport,TRK-14221211,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8931,ORD-5931,Apex Logistics,TRK-91350811,2026-08-23,2026-08-26,2026-08-26,Delivered,0
SHP-8932,ORD-5932,FedEx Freight,TRK-53961638,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8933,ORD-5933,FedEx Freight,TRK-56782042,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-8934,ORD-5934,Apex Logistics,TRK-43566934,2026-09-06,2026-09-09,2026-09-09,Delivered,0
SHP-8935,ORD-5935,Apex Logistics,TRK-75475674,2026-08-14,2026-08-17,2026-08-25,Delayed,8
SHP-8936,ORD-5936,Old Dominion,TRK-70317901,2026-09-09,2026-09-12,,In Transit,0
SHP-8937,ORD-5937,UPS Freight,TRK-14018472,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-8938,ORD-5938,Old Dominion,TRK-59924201,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8939,ORD-5939,FedEx Freight,TRK-54140102,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8940,ORD-5940,Apex Logistics,TRK-80767956,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-8941,ORD-5941,Apex Logistics,TRK-52652151,2026-08-08,2026-08-11,2026-08-22,Delayed,11
SHP-8942,ORD-5942,Old Dominion,TRK-89345641,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8943,ORD-5943,UPS Freight,TRK-48166934,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8944,ORD-5944,FedEx Freight,TRK-19321973,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8945,ORD-5945,Old Dominion,TRK-76279210,2026-08-08,2026-08-11,2026-08-11,Delivered,0
SHP-8946,ORD-5946,FedEx Freight,TRK-13930993,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-8947,ORD-5947,Apex Logistics,TRK-21813404,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8948,ORD-5948,FedEx Freight,TRK-24871807,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-8949,ORD-5949,Apex Logistics,TRK-28490280,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-8950,ORD-5950,UPS Freight,TRK-99689017,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-8951,ORD-5951,Old Dominion,TRK-74787744,2026-09-04,2026-09-07,2026-09-07,Delivered,0
SHP-8952,ORD-5952,FedEx Freight,TRK-20085710,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-8953,ORD-5953,UPS Freight,TRK-35221850,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8954,ORD-5954,FedEx Freight,TRK-27456426,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-8955,ORD-5955,Apex Logistics,TRK-51224542,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-8956,ORD-5956,FedEx Freight,TRK-24790683,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-8957,ORD-5957,Swift Transport,TRK-70752435,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8958,ORD-5958,Swift Transport,TRK-54793758,2026-09-06,2026-09-09,2026-09-09,Delivered,0
SHP-8959,ORD-5959,Old Dominion,TRK-35427499,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-8960,ORD-5960,FedEx Freight,TRK-96750938,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-8961,ORD-5961,Apex Logistics,TRK-18837886,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-8962,ORD-5962,Apex Logistics,TRK-56658526,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-8963,ORD-5963,Old Dominion,TRK-42026965,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-8964,ORD-5964,Old Dominion,TRK-71098100,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-8965,ORD-5965,FedEx Freight,TRK-89726022,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-8966,ORD-5966,Swift Transport,TRK-49011532,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-8967,ORD-5967,Old Dominion,TRK-70749138,2026-08-12,2026-08-15,2026-08-15,Delivered,0
SHP-8968,ORD-5968,Swift Transport,TRK-75009006,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8969,ORD-5969,Apex Logistics,TRK-98498728,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-8970,ORD-5970,UPS Freight,TRK-58240526,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-8971,ORD-5971,Old Dominion,TRK-54452330,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-8972,ORD-5972,Old Dominion,TRK-92190565,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-8973,ORD-5973,Apex Logistics,TRK-80220858,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-8974,ORD-5974,FedEx Freight,TRK-15496631,2026-09-10,2026-09-13,,In Transit,1
SHP-8975,ORD-5975,Old Dominion,TRK-10683201,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-8976,ORD-5976,Apex Logistics,TRK-57005495,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-8977,ORD-5977,Apex Logistics,TRK-67988874,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-8978,ORD-5978,UPS Freight,TRK-66715484,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-8979,ORD-5979,Apex Logistics,TRK-36777331,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-8980,ORD-5980,Swift Transport,TRK-94331525,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-8981,ORD-5981,Old Dominion,TRK-72864748,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-8982,ORD-5982,Swift Transport,TRK-50586096,2026-08-29,2026-09-01,2026-09-01,Delivered,0
